Date,Returns
2009-11-27 00:00:00+00:00,-0.01763057
2009-11-30 00:00:00+00:00,-0.003389797
2009-12-01 00:00:00+00:00,-0.014707016
2009-12-02 00:00:00+00:00,-0.003756807
2009-12-03 00:00:00+00:00,0.001274091
2009-12-04 00:00:00+00:00,-0.016082854
2009-12-07 00:00:00+00:00,-0.022605274
2009-12-08 00:00:00+00:00,0.00486886
2009-12-09 00:00:00+00:00,0.041765647
2009-12-10 00:00:00+00:00,-0.006926353
2009-12-11 00:00:00+00:00,-0.008959998
2009-12-14 00:00:00+00:00,0.011866289
2009-12-15 00:00:00+00:00,-0.014265451
2009-12-16 00:00:00+00:00,0.004429108
2009-12-17 00:00:00+00:00,-0.01625372
2009-12-18 00:00:00+00:00,0.018607031
2009-12-21 00:00:00+00:00,0.014327572
2009-12-22 00:00:00+00:00,0.010745021
2009-12-23 00:00:00+00:00,0.008684399
2009-12-24 00:00:00+00:00,0.034339448
2009-12-28 00:00:00+00:00,0.012294357
2009-12-29 00:00:00+00:00,-0.011861488
2009-12-30 00:00:00+00:00,0.012146934
